,Movie_Title,Year_of_Release,Director,Genre,Runtime,IMDb_Rating,IMDb_Votes,Metascore,Gross,Plot_Outline
1050,Maroon,2017,Director:Pulkit,Thriller            ,94 min,5.1,304, , ,An insomniac university professor fears as his wife has gone missing and is clueless resulting him driving Marooned in the house through the psychological traumas.
1051,Chal Chala Chal,2009,Director:Rajeev Kumar,"Action, Comedy, Crime            ",138 min,4.7,304, , ,"Pune-based widower Omkar Nath used to work as a Headmaster with a local school. When he was fired, his son, Deepak, hired a lawyer to sue the school. The school was represented by none ...                See full summary »"
1052,Bawandar,2000,Director:Jag Mundhra,Drama            ,125 min,7,304, , ,Shoba T. Mathur works for the Central Government in India and her job is to create awareness against child-marriage and other social evils that prevail due to general misinterpretation of ...                See full summary »
1053,Land of the Gods,2016,Director:Goran Paskaljevic,Drama            ,92 min,7.3,303, , ,"After a long exile, Rahul returns to his village in the Himalayas. It causes commotion amongst the villagers, who have never forgiven him for his sins in the past."
1054,Naughty @ 40,2011,Director:Jag Mundhra,"Comedy, Drama            ",108 min,2.7,303, , ,A 40 year old male virgin with sleep-walking problems finds true love after getting married to a naive child-like woman.
1055,Meenaxi: Tale of 3 Cities,2004,Director:M.F. Hussain,"Drama, Musical, Romance            ", ,6.2,303, , ,"Delving into the limitless world of creative endeavors, and vicissitudes in the way of such endeavors, this tale of an artist and his muse, like a painting, leaves itself open to interpretations and readings by every viewer..."
1056,Bhangra Paa Le,2020,Director:Sneha Taurani,"Comedy, Drama, Music            ",131 min,6,302, , ,"Determined to bring traditional bhangra to the world stage, a dancer preps for an international competition against a rival with dreams of her own."
1057,Phamous,2018,Director:Karan Butani,"Comedy, Crime, Drama            ",115 min,3.8,302, , ,India's highlands descend into bullet-riddled mayhem as the longtime rivalries and ruthless revenge missions among four men come to a head.
1058,Doraemon: Nobita and the Galaxy Super-express,1996,Director:Tsutomu Shibayama,"Animation, Action, Adventure            ",97 min,6.9,302, , ,"Nobita and his friends come to the largest amusement park in the universe by the space ship that is modeled on a locomotive. Although they play happily, they are attacked suddenly by unknown aliens."
1059,Athbhutha Dweepu,2005,Director:Vinayan,"Action, Adventure, Comedy            ",127 min,5.5,302, , ,A group of travelers get stranded on a island where the all the men are dwarfs and the women are beautiful and normal size.
1060,Viraat,2021,Director:Narendra Singh,Crime            ,150 min,8.9,301, , ,Add a Plot
1061,Dharavi,1992,Director:Sudhir Mishra,"Crime, Drama            ",120 min,7,301, , ,"Rajkaran lives in Dharavi, the biggest slum in the world. He aspires to start his own business and even manages to do it. But several misfortunes land him back to square one, penniless and alone."
1062,Doraemon: Nobita and the Birth of Japan,1989,Director:Tsutomu Shibayama,"Animation, Adventure, Family            ",102 min,6.9,300, , ,"Nobita and his friends ran away from home, went to Japan of a primitive era by Doraemon's time machine and created their own paradise in there. However, there was the Spirit King ...                See full summary »"
1063,Manzil,1979,Director:Basu Chatterjee,"Drama, Romance, Family            ",113 min,6.9,300, , ,"Ajay Chandra, a hard working and ambitious young man, who dreams of bigger things than a small job. He has dreams of starting his own business. One day he meets Aruna at a friends wedding ...                See full summary »"
1064,The Film Emotional Atyachar,2010,Director:Akshay Shere,"Comedy, Crime, Drama            ",87 min,6,299, , ,A businessman runs into corrupt police officers and gangsters after procuring a bag full of cash
1065,Is Raat Ki Subah Nahin,1996,Director:Sudhir Mishra,"Crime, Thriller            ",131 min,6.7,299, , ,"Ramanbhai is the criminal don of Bombay, and most criminal activities are linked indirectly to him. He has a rival in Vilas Pandey, who is furious with Ramanbhai, and wants to get a larger ...                See full summary »"
1066,Dahan,1998,Director:Rituparno Ghosh,Drama            ,145 min,7.4,299, , ,On her way home the newly wed Romita is molested by five men. The only one who has the courage to help is the young female teacher Jhinuk. Because of that she becomes a heroine and is on ...                See full summary »
1067,Adalat,1976,Director:Narendra Bedi,"Action, Drama, Family            ",138 min,6.4,299, , ,"Simpleton and honest village farmer, Dharamchand alias Dharam is overjoyed when his wife, Radha gives birth to a baby boy who is christen with the name Raju. He comes to the rescue of three...                See full summary »"
1068,Raqeeb,2007,Director:Anurag Singh,"Crime, Drama, Mystery            ",124 min,4.3,298, , ,A rich businessman Remo marries a girl (Sophie) his friend (Sid) finds online. Little did he know that Sophie had other plans for him after meeting her ex-boyfriend
1069,Hum Chaar,2019,Director:Abhishek Dixit,Drama            ,143 min,5.7,297, , ,"The story of the film revolves around four college friends went their own direction in life, but remained inseparable from each other."
1070,Accident on Hill Road,2010,Director:Mahesh Nair,"Crime, Drama, Thriller            ",105 min,4,297, , ,"In order not to jeopardize her overseas career, an impaired woman, who had just run over a male, decides to conceal her crime with the victim trapped in the windshield."
1071,Kisaan,2009,Director:Puneet Sira,"Action, Crime, Drama            ",100 min,5.3,297, , ,A bitter family battle ensues between a father and his sons when a businessman makes a deal that entices farmers to sell off their properties.
1072,Aaghaaz,2000,Director:Yogesh Ishwar,"Action, Crime, Drama            ",153 min,4.2,297, , ,An honest and diligent man's life turns upside down after making an enemy in a ruthless mafia gang after he saves a girl from being molested by them.
1073,Himmatwala,1983,Director:K. Raghavendra Rao,"Action, Comedy, Drama            ",179 min,4.5,296, , ,"A poor and wronged woman's son returns from the big city to avenge his father, a honest school teacher."
1074,Anamika,1973,Director:Raghunath Jhalani,"Mystery, Romance, Musical            ",125 min,7.1,296, , ,"A writer rescues a young woman lying injured on the road. She awakens with amnesia, but insists that she is the writer's wife. Is she the victim or the perpetrator of a devious plot?"
1075,Baarish Aur Chowmein,2018,Director:Tigmanshu Dhulia,Drama            ,48 min,6,295, , ,"The story revolves around Siraj who is unable to rent a house in Mumbai as not many are willing to accommodate a Muslim. So, he hides his true identity and finds a home, where he falls in ...                See full summary »"
1076,7 1/2 Phere: More Than a Wedding,2005,Director:Ishaan Trivedi,"Comedy, Drama            ",136 min,5.3,295, , ,"An extended family is about to give one of their daughter's away, to the world!"
1077,Neel Kamal,1968,Director:Ram Maheshwari,"Drama, Fantasy, Musical            ",160 min,6.8,295, , ,"Sleepwalker Sita Raichand (Waheeda Rehman) is rescued by Ram (Manoj Kumar) while walking on a railway track. Shortly thereafter Guruji (David) and Mr. Raichand (Balraj Sahni), approach ...                See full summary »"
1078,Zindagi Ek Juaa,1992,Director:Prakash Mehra,Action            , ,5.4,295, , ,"Harikishan saves the life of his employer, Jagjit Singh alias JJ, only to receive a huge wage increase. All excited; Harikishan agrees to change his name to Harry and successfully carry out...                See full summary »"
1079,Parwana,2003,Director:Deepak Bahry,"Action, Drama, Romance            ",112 min,2.2,294, , ,A con-man/thief robs a suitcase containing explosives belonging to terrorists.
1080,Kala Pani,1958,Director:Raj Khosla,"Crime, Musical, Romance            ",164 min,7.1,294, , ,"Based on A.J.Cronin's 'Beyond This Place', this movie narrates the story of an untiring crusade for justice. A young man, learning about his father's wrongful implication in a ...                See full summary »"
1081,Meri Nimmo,2018,Director:Rahul Shanklya,Drama            ,90 min,7.1,293, , ,"The story revolves around Nimmo (Patil), who is soon to be wed. Her only friend, and constant companion is a little boy (Dave) who also has a massive crush on her. While the little boy's ...                See full summary »"
1082,Kaashi in Search of Ganga,2018,Director:Dhiraj Kumar,Thriller            ,125 min,5.4,293, , ,"The movie is about two siblings, Kashi (Sharman Joshi) and his sister Ganga. The film is set in the Indian city of Benaras, also known as Kashi.[9] Kashi is a man who belongs to a community who are involved in performing cremation rituals."
1083,Jab Jab Phool Khile,1965,Director:Suraj Prakash,"Musical, Romance            ",141 min,6.9,293, , ,"Raja (Shashi Kapoor), a Kashmiri boatman and Rita (Nanda), a beautiful heiress from the city, fall in love."
1084,Rajkumar,1996,Director:Pankaj Parashar,"Drama, Family, Fantasy            ",146 min,4.5,293, , ,Rani Maa's(Reena Roy) husband is killed by the neighboring kingdom's evil Prime Minister Man Singh (Naseeruddin Shah). The Prime Minister absolves himself from this killing and blames it on...                See full summary »
1085,Kuchh Meetha Ho Jaye,2005,Director:Samar Khan,"Comedy, Romance            ",125 min,3.4,292, , ,Various relationships intertwine and collide at an airport.
1086,Do Raaste,1969,Director:Raj Khosla,"Drama, Romance            ",165 min,7,292, , ,"Navendu toils hard to support his joint family and keep it together. However, their familial bond gets threatened when his younger brother marries a woman who insists on living separately."
1087,Aah,1953,Director:Raja Nawathe,"Drama, Musical, Romance            ",150 min,7.2,292, , ,"Allahabad-based Raj Raibahadur lives a wealthy lifestyle with his widowed businessman dad. His mom had passed away, a victim to tuberculosis, compelling his anxious dad to keep him away ...                See full summary »"
1088,Dekh Tamasha Dekh,2014,Director:Feroz Abbas Khan,Comedy            ,110 min,6.1,291, , ,"A social and political satire about a true incident,it revolves around the search for the religious identity of a poor man crushed under the weight of a politician's hoarding. The film explores an Impossible India where bizarre is normal."
1089,Rabba Main Kya Karoon,2013,Director:Amrit Sagar,"Comedy, Romance            ",116 min,4.3,291, , ,"Rabba Main Kya Karoon is a roller coaster ride, which centres around a big - lavish Delhi wedding."
1090,Jai Veeru: Friends Forever,2009,Director:Puneet Sira,"Action, Adventure, Crime            ",160 min,3.7,291, , ,Best friends Jai and Veeru teams up together to nab the dreaded don Tejpal. In the process their friendship is tested.
